1	1544
2	2177
3	1406
4	1089
5	1503
6	1556
7	1326
8	1999
9	1198
10	1371
11	1674
12	1916
13	2204
14	1688
15	1539
16	1692
17	1476
18	2146
19	1082
20	3379
21	1349
22	2286
23	1978
24	1509
25	1447
26	1614
27	1644
28	1200
29	1197
30	1281
31	1451
32	1200
33	1258
34	1721
35	1229
36	1638
37	1284
38	1556
39	1849
40	1318
41	811
42	1337
43	1958
44	1724
45	1691
46	1962
47	2005
48	2043
49	1412
50	1101
51	1795
52	1583
53	1499
54	1691
55	1314
56	1419
57	1169
58	1512
59	1254
60	1689
61	1993
62	2680
63	1914
64	1349
65	2554
66	1160
67	1652
68	1139
69	1063
70	1273
71	1665
72	2009
73	2535
74	2219
75	1848
76	1355
77	1134
78	1684
79	1591
80	1566
81	1610
82	2148
83	1225
84	2174
85	1574
86	1282
87	2087
88	1700
89	1639
90	1248
91	1129
92	1403
93	1504
94	1069
95	1869
96	986
97	862
98	1118
99	1606
100	1027
101	1739
102	1224
103	2044
104	1426
105	1361
106	985
107	1693
108	556
109	1037
110	868
111	1105
112	1258
113	1215
114	1060
115	982
116	1982
117	1616
118	1631
119	877
120	1046
121	1036
122	1714
123	685
124	1079
125	1758
126	829
127	1556
128	1708
129	765
130	1274
131	1062
132	1154
133	1301
134	2057
135	1633
136	1138
137	1851
138	1336
139	1826
140	2220
141	1188
142	1443
143	776
144	1550
145	1777
146	1112
147	1323
148	1448
149	1244
150	1419
151	1242
152	1169
153	1870
154	1133
155	1439
156	1386
157	1767
158	975
159	1759
160	1361
161	1320
162	980
163	1799
164	1588
165	1067
166	1143
167	1684
168	1016
169	831
170	1323
171	1622
172	1343
173	1625
174	1345
175	1717
176	1769
177	860
178	1121
179	1756
180	1664
181	2170
182	1364
183	2430
184	1746
185	1432
186	2021
187	1429
188	1749
189	1617
190	2156
191	1531
192	1652
193	1918
194	1499
195	1817
196	1583
197	1498
198	1786
199	2165
200	1245
201	1580
202	2017
203	1341
204	1266
205	1995
206	1645
207	1754
208	2063
209	1537
210	2024
211	1426
212	2125
213	1719
214	1399
215	1401
216	1505
217	1446
218	1437
219	1530
220	1255
221	2119
222	1619
223	1592
224	1613
225	1570
226	1780
227	1874
228	1339
229	1548
230	1449
231	1913
232	1406
233	2220
234	2132
235	1809
236	2298
237	1777
238	1176
239	1512
240	1453
241	1953
242	1783
243	1157
244	1540
245	1300
246	1434
247	1450
248	1560
249	1194
250	1468
251	729
252	1637
253	1771
254	1124
255	1445
256	1680
257	983
258	1255
259	893
260	1179
261	812
262	1461
263	1495
264	1778
265	1061
266	1830
267	2381
268	884
269	1247
270	1347
271	1600
272	2047
273	1469
274	1314
275	1530
276	1082
277	1825
278	798
279	1193
280	1740
281	1460
282	787
283	1499
284	1529
285	1220
286	1064
287	1107
288	1104
289	1477
290	1384
291	986
292	1326
293	1303
294	1606
295	752
296	951
297	2092
298	1234
299	1586
300	1307
301	1031
302	866
303	1240
304	1436
305	951
306	1424
307	839
308	2162
309	1702
310	975
311	2075
312	1188
313	945
314	1364
315	1454
316	1169
317	1423
318	522
319	2202
320	1387
321	1001
322	1461
323	1261
324	1271
325	1355
326	1724
327	2087
328	1123
329	1034
330	1529
331	1640
332	1493
333	1720
334	1340
335	2038
336	1648
337	1540
338	1309
339	1837
340	1635
341	1549
342	2545
343	1589
344	1591
345	1665
346	2008
347	1630
348	1603
349	2150
350	1545
351	2209
352	1425
353	1670
354	1331
355	1778
356	1280
357	1013
358	1837
359	1642
360	2053
361	1842
362	1920
363	2131
364	2670
365	3184
366	2112
367	1571
368	1645
369	1104
370	2263
371	1376
372	1832
373	1826
374	1602
375	3114
376	1629
377	1720
378	1479
379	1123
380	2510
381	1885
382	1661
383	1437
384	1450
385	1891
386	1514
387	1827
388	1476
389	1555
390	2620
391	1471
392	2227
393	2376
394	1273
395	2049
396	2225
397	1686
398	1665
399	1673
400	1951
401	1984
402	1283
403	1701
404	2487
405	1071
406	2459
407	920
408	1199
409	2030
410	2527
411	2331
412	1541
413	1331
414	1610
415	2260
416	1305
417	1279
418	1301
419	1947
420	1576
421	1205
422	1380
423	1952
424	1622
425	1677
426	1266
427	1410
428	1105
429	1651
430	1429
431	1219
432	1747
433	1069
434	1542
435	977
436	1762
437	1038
438	1188
439	2197
440	2719
441	1994
442	1621
443	1454
444	1372
445	1279
446	1967
447	742
448	827
449	1390
450	1687
451	2171
452	1365
453	1699
454	1542
455	1684
456	1128
457	1149
458	1268
459	864
460	1441
461	1044
462	1180
463	1709
464	1544
465	966
466	734
467	1950
468	1319
469	1511
470	1437
471	1614
472	1609
473	1328
474	1330
475	1452
476	1989
477	1052
478	1364
479	1575
480	1594
481	1978
482	1670
483	1289
484	1495
485	2040
486	956
487	1439
488	1661
489	1678
490	1093
491	1514
492	3004
493	1622
494	1854
495	1567
496	1751
497	1944
498	1936
499	1888
500	2032
501	1490
502	1895
503	1658
504	1312
505	2523
506	2119
507	1465
508	1921
509	1855
510	1505
511	2211
512	2120
513	1933
514	2365
515	1935
516	1779
517	1995
518	1670
519	2606
520	1987
521	1493
522	2268
523	2087
524	2046
525	2238
526	1413
527	2199
528	1736
529	1639
530	2037
531	1842
532	1911
533	2172
534	2336
535	1420
536	1736
537	2047
538	2418
539	1954
540	2542
541	1845
542	1956
543	2415
544	2254
545	2190
546	2039
547	2349
548	1606
549	1831
550	1795
551	2552
552	2239
553	3113
554	2260
555	2704
556	1873
557	2277
558	2578
559	2549
560	1597
561	2024
562	1999
563	3077
564	2145
565	2245
566	1845
567	2423
568	2592
569	1879
570	1961
571	1891
572	2026
573	2958
574	1943
575	2911
576	1915
577	2246
578	2552
579	1880
580	2333
581	2340
582	1918
583	2651
584	2390
585	1768
586	2340
587	2072
588	1906
589	1849
590	2281
591	2016
592	1796
593	1323
594	1409
595	2131
596	2106
597	2797
598	2089
599	1598
600	2570
601	1988
602	2090
603	2599
604	2286
605	1791
606	2139
607	1678
608	2239
609	2206
610	2303
611	2628
612	2219
613	1540
614	2209
615	1877
616	2503
617	2566
618	1808
619	2753
620	2034
621	2315
622	2545
623	2756
624	2091
625	2787
626	1613
627	2281
628	2356
629	2628
630	3234
631	1997
632	2241
633	2595
634	2583
635	2805
636	2981
637	2820
638	2634
639	2168
640	2259
641	2195
642	2981
643	2359
644	2279
645	2243
646	2832
647	2314
648	2269
649	2793
650	2859
651	2524
652	2818
653	2353
654	2577
655	3043
656	2696
657	3532
658	2560
659	2784
660	2846
661	2643
662	2687
663	2279
664	3200
665	2996
666	2849
667	3286
668	2797
669	3068
670	3206
671	3151
672	3099
673	2815
674	3166
675	3817
676	2528
677	3911
678	3295
679	3349
680	2549
681	3684
682	2949
683	3254
684	3361
685	3093
686	2986
687	3943
688	3307
689	3335
690	3907
691	3181
692	4129
693	3573
694	4357
695	3260
696	3703
697	3686
698	3580
699	3618
700	3259
701	3804
702	3623
703	4339
704	4362
705	3929
706	3919
707	3326
708	4342
709	4103
710	4320
711	4771
712	5032
713	4501
714	3781
715	3801
716	4644
717	4246
718	4398
719	4285
720	3631
721	4978
722	3878
723	4683
724	5123
725	4012
726	3896
727	4540
728	4591
729	4303
730	5886
731	4359
732	4257
733	4401
734	4144
735	4851
736	4670
737	4430
738	5373
739	5162
740	4345
741	4922
742	5064
743	4973
